Passport,CityTier,MonthlyIncome,Age,PreferredPropertyStar,NumberOfFollowups,NumberOfPersonVisiting,NumberOfChildrenVisiting,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic
0,1,18022.0,37.0,4.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17269.0,35.0,3.0,1.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23620.0,38.0,5.0,3.0,1,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17194.0,35.0,5.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,18388.0,38.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17703.0,29.0,4.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18038.0,36.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17322.0,23.0,5.0,3.0,3,2.0,1,1,0,1,0,0,0,1,0,0,1
0,1,17075.0,51.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
1,2,17073.0,37.0,5.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17956.0,32.0,5.0,3.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17926.0,20.0,3.0,4.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17889.0,25.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17774.0,24.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17835.0,36.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17613.0,30.0,3.0,5.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,19963.0,56.0,4.0,4.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17368.0,26.0,4.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,3,16675.0,19.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17523.0,22.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,19739.0,43.0,3.0,1.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
0,2,17942.0,26.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,38.0,5.0,3.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17632.0,30.0,3.0,3.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17238.0,41.0,5.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,16483.0,19.0,4.0,3.0,3,0.0,0,1,0,0,1,0,0,0,0,1,1
1,1,18346.0,58.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,17231.0,34.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17323.0,22.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17024.0,27.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17713.0,28.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,18058.0,27.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,3,17325.0,19.0,5.0,5.0,3,0.0,1,1,0,0,1,0,0,1,0,0,1
0,1,17500.0,33.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17288.0,38.0,3.0,3.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
1,1,23620.0,38.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,3,18140.0,41.0,4.0,3.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,18690.0,38.0,3.0,4.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17756.0,33.0,4.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17279.0,27.0,4.0,3.0,4,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17089.0,43.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,18564.0,38.0,5.0,1.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23620.0,38.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17328.0,22.0,4.0,1.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17153.0,36.0,3.0,3.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,17657.0,30.0,5.0,3.0,2,0.0,1,1,0,0,1,0,0,1,0,0,1
0,1,17622.0,33.0,4.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17177.0,59.0,3.0,4.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17793.0,37.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17389.0,29.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,2,17267.0,59.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17436.0,33.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17707.0,33.0,5.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,23620.0,38.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23620.0,38.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17232.0,39.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17911.0,33.0,3.0,4.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,38.0,5.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17340.0,29.0,3.0,3.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17593.0,42.0,5.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17723.0,51.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17794.0,32.0,4.0,1.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18210.0,36.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17070.0,28.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,18230.0,21.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17115.0,37.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17373.0,26.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,3,17789.0,31.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17326.0,37.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,16420.0,18.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,1,18688.0,38.0,3.0,1.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,19821.0,31.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,17455.0,43.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,18464.0,38.0,3.0,5.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17119.0,29.0,5.0,5.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
1,2,17696.0,42.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,17370.0,32.0,4.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,3,17174.0,21.0,4.0,4.0,3,2.0,1,1,0,0,1,0,0,1,0,0,1
1,1,17213.0,40.0,3.0,1.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,3,17851.0,33.0,3.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,18452.0,38.0,5.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,3,17716.0,21.0,4.0,1.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17543.0,36.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17476.0,30.0,4.0,3.0,3,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,18102.0,26.0,5.0,3.0,3,1.0,1,1,0,0,1,0,0,1,0,0,1
0,1,17244.0,22.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17285.0,30.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,1,0,0,1
0,1,18034.0,37.0,5.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17576.0,42.0,5.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17258.0,43.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17218.0,31.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17654.0,45.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,18202.0,24.0,4.0,3.0,3,0.0,1,1,0,0,1,0,0,1,0,0,1
1,1,16702.0,38.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17886.0,26.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17097.0,30.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17546.0,29.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,2,17564.0,19.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,1,0,0,1
0,1,23620.0,35.0,3.0,5.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17768.0,34.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17093.0,42.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,38.0,3.0,4.0,3,0.0,0,1,0,0,1,0,0,1,0,0,1
0,1,23620.0,38.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,3,16878.0,18.0,4.0,3.0,3,0.0,0,1,0,0,1,0,0,0,0,1,1
1,1,17340.0,26.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,1,0,0,1
0,3,17400.0,24.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17725.0,24.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17127.0,24.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17096.0,25.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17886.0,24.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17033.0,30.0,5.0,4.0,3,2.0,1,1,0,1,0,0,0,0,1,0,1
1,1,18622.0,38.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17836.0,20.0,4.0,4.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
1,3,17579.0,34.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,3,18447.0,38.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,1,0,0,1
0,1,17773.0,22.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17691.0,34.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17659.0,26.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17045.0,27.0,3.0,4.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,16009.0,20.0,3.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,18348.0,38.0,5.0,3.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
0,1,16281.0,35.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17819.0,23.0,5.0,1.0,2,1.0,1,1,0,1,0,0,0,0,0,1,1
0,1,17720.0,29.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,19680.0,37.0,3.0,1.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
1,1,18221.0,50.0,3.0,1.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,23620.0,38.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17216.0,28.0,4.0,5.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,18708.0,38.0,3.0,5.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,3,17642.0,29.0,3.0,3.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17759.0,42.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17500.0,23.0,5.0,3.0,2,0.0,1,1,0,1,0,0,0,0,0,1,1
1,1,17342.0,40.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,3,17297.0,29.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,18057.0,38.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,18505.0,38.0,3.0,1.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,23620.0,52.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,23620.0,26.0,3.0,5.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18280.0,34.0,3.0,1.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17782.0,37.0,5.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,34.0,5.0,4.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,3,17572.0,35.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,38.0,3.0,5.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,16601.0,23.0,5.0,1.0,3,0.0,1,1,0,1,0,0,0,0,1,0,1
0,1,17694.0,24.0,4.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17319.0,29.0,5.0,4.0,2,0.0,1,1,0,1,0,0,0,0,1,0,1
0,1,17700.0,29.0,3.0,1.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17506.0,35.0,3.0,1.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,23620.0,28.0,3.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
0,2,17143.0,36.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17274.0,45.0,3.0,4.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17553.0,34.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,2,23620.0,38.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17366.0,26.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,16706.0,27.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,18424.0,38.0,5.0,1.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,2,19936.0,28.0,3.0,4.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17818.0,44.0,3.0,1.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,2,17342.0,36.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17022.0,35.0,4.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18580.0,38.0,5.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,18162.0,24.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17899.0,38.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17356.0,31.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17973.0,37.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17532.0,29.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17559.0,44.0,5.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17044.0,20.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17693.0,21.0,3.0,3.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17778.0,41.0,3.0,5.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17377.0,28.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17404.0,39.0,5.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17318.0,27.0,3.0,3.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17008.0,34.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17799.0,33.0,5.0,4.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
0,3,17329.0,31.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17259.0,48.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17332.0,32.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,17413.0,25.0,4.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,19721.0,41.0,5.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17519.0,36.0,3.0,3.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17973.0,20.0,5.0,3.0,2,0.0,1,1,0,0,1,0,0,1,0,0,1
1,1,18617.0,38.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,3,17157.0,29.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,17479.0,58.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,1,0,0,1
1,1,17321.0,31.0,5.0,4.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,17404.0,29.0,5.0,4.0,3,0.0,1,1,0,0,1,0,0,0,1,0,1
0,1,17270.0,45.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17811.0,27.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
1,1,17132.0,30.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17684.0,38.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17600.0,20.0,5.0,4.0,3,2.0,1,1,0,0,1,0,0,0,0,1,1
0,1,17451.0,22.0,5.0,5.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,17380.0,50.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,38.0,3.0,3.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
0,2,17177.0,45.0,4.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,17042.0,26.0,5.0,3.0,2,0.0,1,1,0,1,0,0,0,0,1,0,1
1,3,17220.0,34.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,16052.0,28.0,4.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17821.0,38.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17942.0,56.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,16416.0,21.0,5.0,4.0,2,1.0,1,1,0,0,1,0,0,0,1,0,1
1,1,17461.0,51.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18376.0,38.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,19621.0,27.0,3.0,5.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17207.0,28.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,18691.0,38.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,17377.0,26.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17979.0,34.0,3.0,4.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17514.0,29.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17070.0,21.0,4.0,4.0,3,1.0,0,1,0,0,1,0,0,1,0,0,1
0,3,17791.0,31.0,3.0,1.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18201.0,28.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,17844.0,38.0,3.0,1.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17703.0,28.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,19766.0,41.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17610.0,31.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17539.0,27.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17258.0,35.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,18597.0,38.0,4.0,3.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,17515.0,28.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23620.0,26.0,3.0,1.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17376.0,35.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17827.0,32.0,5.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18131.0,29.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,17552.0,19.0,5.0,3.0,2,1.0,1,1,0,0,1,0,0,0,1,0,1
1,1,23620.0,45.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,18033.0,20.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17936.0,44.0,3.0,3.0,3,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,17168.0,29.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,17853.0,22.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17290.0,44.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
0,2,18600.0,38.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17107.0,41.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,18196.0,28.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,0,1,1
0,1,17210.0,24.0,4.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,17678.0,20.0,3.0,1.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,17743.0,32.0,4.0,4.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,1,17781.0,33.0,3.0,3.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,18579.0,38.0,4.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,17235.0,27.0,5.0,3.0,2,0.0,1,1,0,1,0,0,0,0,1,0,1
0,1,17011.0,44.0,3.0,1.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,16859.0,19.0,4.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,18692.0,38.0,4.0,3.0,2,1.0,0,1,0,1,0,0,0,1,0,0,1
1,3,17559.0,48.0,3.0,5.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21623.0,29.0,3.0,4.0,2,0.0,0,1,0,0,0,1,0,0,1,0,1
1,1,31124.0,29.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,33213.0,44.0,5.0,3.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,3,16223.0,23.0,4.0,3.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,16118.0,25.0,5.0,3.0,2,0.0,1,1,0,1,0,0,0,0,1,0,1
0,3,28577.0,55.0,3.0,4.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,19538.0,34.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
0,3,23620.0,34.0,3.0,5.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,17154.0,28.0,4.0,4.0,2,1.0,0,1,0,0,1,0,0,0,1,0,1
0,3,34190.0,44.0,5.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,18506.0,38.0,5.0,4.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,25231.0,43.0,3.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
0,2,20410.0,36.0,3.0,3.0,2,0.0,0,1,0,1,0,0,0,1,0,0,1
0,3,22978.0,44.0,3.0,3.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
1,1,19695.0,30.0,5.0,3.0,2,1.0,1,1,0,0,1,0,0,0,0,1,1
0,1,18339.0,29.0,5.0,4.0,2,1.0,1,1,0,0,1,0,0,0,0,1,1
0,1,17080.0,28.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,1,0,0,1
0,1,17096.0,25.0,5.0,3.0,2,0.0,1,1,0,0,1,0,0,0,1,0,1
0,1,21209.0,32.0,3.0,3.0,2,0.0,0,1,0,0,1,0,0,0,1,0,1
1,1,32123.0,39.0,5.0,3.0,3,0.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23620.0,38.0,4.0,3.0,2,0.0,0,1,0,1,0,0,0,0,0,1,1
1,3,19627.0,30.0,3.0,3.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21674.0,28.0,5.0,3.0,3,2.0,1,1,0,0,0,1,0,0,1,0,1
1,1,24094.0,40.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
1,3,23446.0,52.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,26916.0,30.0,4.0,3.0,3,0.0,0,1,0,0,0,1,0,0,1,0,1
1,3,19534.0,39.0,3.0,3.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,24852.0,31.0,3.0,5.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
0,2,32861.0,42.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,34187.0,55.0,4.0,5.0,2,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,23500.0,34.0,3.0,4.0,2,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,19661.0,40.0,4.0,3.0,2,0.0,0,1,0,0,1,0,0,0,0,1,1
1,1,23620.0,38.0,5.0,3.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,23620.0,35.0,4.0,3.0,3,0.0,0,1,0,1,0,0,0,0,0,1,1
1,2,18669.0,38.0,4.0,3.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,2,17387.0,40.0,5.0,1.0,2,1.0,0,1,0,1,0,0,0,0,1,0,1
