ProdTaken,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Gender_Fe Male,Gender_Female,Gender_Male,CityTier_1,CityTier_2,CityTier_3
0,38.0,8.0,2,4.0,3.0,1.0,0,3,0,0.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,52.0,14.0,2,3.0,5.0,1.0,0,1,1,1.0,17950.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,17.0,3,3.0,3.0,5.0,0,3,0,1.0,18629.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,25.0,6.0,2,3.0,3.0,5.0,0,5,1,1.0,18229.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,38.0,13.0,3,1.0,5.0,1.0,0,1,1,0.0,18578.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,31.0,6.0,2,5.0,3.0,2.0,0,3,1,1.0,16359.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,34.0,6.0,3,3.0,5.0,6.0,0,1,1,2.0,17996.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,31.0,14.0,2,4.0,4.0,2.0,0,4,0,1.0,16261.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,27.0,17.0,3,3.0,5.0,1.0,0,5,1,2.0,17099.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,6.0,3,3.0,3.0,1.0,0,3,1,0.0,18420.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,38.0,11.0,2,1.0,3.0,1.0,0,5,1,0.0,18500.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,56.0,6.0,2,3.0,5.0,3.0,0,5,1,1.0,17066.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,6.0,2,4.0,4.0,6.0,0,1,1,1.0,18294.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,41.0,11.0,2,1.0,3.0,3.0,1,1,1,1.0,17127.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,38.0,8.0,2,4.0,5.0,3.0,1,3,0,0.0,18646.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,31.0,14.0,3,1.0,4.0,1.0,0,1,0,2.0,17109.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
1,38.0,8.0,3,3.0,3.0,7.0,1,3,1,1.0,23620.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,34.0,15.0,2,3.0,3.0,2.0,0,1,1,0.0,17742.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
0,44.0,11.0,2,4.0,3.0,4.0,0,1,0,1.0,18162.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,40.0,8.0,3,3.0,3.0,3.0,0,1,0,0.0,17345.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,26.0,2,3.0,4.0,2.0,0,5,1,1.0,18420.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,15.0,3,3.0,3.0,2.0,0,4,1,1.0,18673.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,30.0,13.0,3,3.0,3.0,2.0,0,5,0,0.0,16274.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,28.0,6.0,3,3.0,3.0,4.0,0,3,1,0.0,17909.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,35.0,13.0,3,3.0,3.0,2.0,0,3,1,0.0,17404.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,24.0,15.0,2,3.0,5.0,3.0,1,3,0,1.0,18172.0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,24.0,19.0,3,3.0,4.0,2.0,0,1,0,0.0,17033.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
0,30.0,6.0,2,3.0,3.0,1.0,0,1,0,1.0,17064.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,38.0,10.0,2,4.0,4.0,1.0,0,1,0,0.0,23620.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,28.0,8.0,2,4.0,5.0,1.0,0,4,0,0.0,17561.0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,28.0,6.0,3,4.0,3.0,2.0,0,4,0,1.0,16563.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,8.0,3,3.0,4.0,1.0,0,5,0,2.0,18180.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,29.0,6.0,3,4.0,5.0,7.0,0,3,0,2.0,17362.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,40.0,15.0,2,3.0,5.0,4.0,0,1,1,1.0,17018.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,9.0,2,3.0,3.0,2.0,0,4,1,1.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,34.0,13.0,2,3.0,3.0,1.0,1,1,0,1.0,17308.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,45.0,34.0,3,3.0,3.0,5.0,0,3,1,2.0,17132.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,24.0,27.0,2,4.0,5.0,1.0,0,3,0,0.0,17296.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,35.0,34.0,3,4.0,3.0,1.0,0,4,1,2.0,17430.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,36.0,8.0,3,3.0,3.0,4.0,1,3,0,0.0,17644.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,29.0,15.0,3,1.0,3.0,7.0,0,5,1,0.0,17451.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,6.0,3,4.0,5.0,2.0,0,1,0,2.0,17450.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,35.0,8.0,3,3.0,5.0,2.0,1,1,1,1.0,17074.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,48.0,21.0,3,3.0,5.0,1.0,0,1,1,0.0,17367.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,13.0,2,3.0,3.0,2.0,0,1,0,1.0,17972.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,26.0,9.0,2,3.0,3.0,2.0,0,3,1,1.0,17061.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,23.0,16.0,2,1.0,3.0,3.0,0,1,1,0.0,17073.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,35.0,13.0,3,4.0,3.0,2.0,0,3,1,0.0,17690.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,28.0,30.0,2,3.0,4.0,2.0,1,1,0,0.0,17408.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,22.0,32.0,2,4.0,3.0,2.0,1,3,0,0.0,17814.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,32.0,11.0,2,1.0,3.0,4.0,0,5,1,1.0,18312.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,13.0,2,4.0,4.0,2.0,0,5,0,0.0,17141.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,49.0,31.0,2,3.0,5.0,2.0,0,3,0,0.0,18211.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,25.0,3,4.0,5.0,2.0,0,1,0,0.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,21.0,11.0,3,3.0,3.0,2.0,0,1,1,1.0,18117.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,18.0,9.0,3,3.0,3.0,2.0,1,5,0,1.0,16569.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,38.0,16.0,3,3.0,4.0,2.0,0,1,1,0.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,38.0,8.0,2,3.0,3.0,2.0,1,3,1,1.0,23620.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
0,38.0,14.0,2,1.0,3.0,1.0,0,4,0,0.0,18517.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27.0,8.0,2,3.0,3.0,3.0,0,3,0,1.0,17580.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,40.0,13.0,3,3.0,5.0,4.0,1,3,0,1.0,17166.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,20.0,8.0,2,3.0,3.0,2.0,0,4,0,0.0,17783.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,36.0,13.0,3,3.0,4.0,3.0,0,1,0,2.0,17013.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,49.0,22.0,3,3.0,5.0,5.0,1,1,1,1.0,17587.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,38.0,8.0,2,4.0,4.0,2.0,0,1,1,0.0,17440.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,20.0,15.0,2,3.0,5.0,2.0,0,1,0,1.0,17728.0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,44.0,6.0,2,3.0,3.0,5.0,1,3,1,0.0,18195.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,38.0,14.0,3,4.0,3.0,2.0,1,4,1,2.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,10.0,2,3.0,3.0,1.0,0,5,0,0.0,18306.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,48.0,13.0,3,3.0,3.0,3.0,1,4,1,1.0,17655.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1,32.0,8.0,3,3.0,4.0,2.0,0,3,1,1.0,16393.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,26.0,13.0,3,3.0,3.0,2.0,0,4,1,2.0,17570.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,38.0,28.0,3,4.0,4.0,6.0,0,1,1,1.0,18537.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,33.0,27.0,3,1.0,4.0,2.0,0,1,1,1.0,17028.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,34.0,25.0,2,4.0,3.0,2.0,0,4,1,1.0,17929.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,23.0,13.0,2,3.0,3.0,2.0,1,1,1,0.0,17275.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,35.0,8.0,3,4.0,3.0,1.0,1,3,1,0.0,19930.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,29.0,15.0,2,3.0,3.0,1.0,0,5,1,1.0,17974.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,24.0,28.0,2,5.0,3.0,2.0,0,1,0,1.0,16555.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,26.0,23.0,3,5.0,3.0,2.0,0,3,0,2.0,17305.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,16.0,2,3.0,3.0,7.0,0,1,0,0.0,18433.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,8.0,3,3.0,3.0,2.0,0,5,0,2.0,18477.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,35.0,3,3.0,5.0,2.0,0,4,1,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,22.0,2,3.0,3.0,2.0,0,1,0,0.0,17862.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,23.0,10.0,2,3.0,4.0,2.0,0,3,1,1.0,18295.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,30.0,8.0,3,4.0,5.0,1.0,0,3,0,1.0,19968.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
0,24.0,16.0,2,3.0,3.0,1.0,0,4,1,1.0,17145.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
1,30.0,14.0,3,4.0,3.0,7.0,0,5,1,2.0,17180.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
0,38.0,14.0,3,3.0,3.0,2.0,0,4,1,2.0,18445.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,29.0,15.0,2,5.0,4.0,2.0,0,1,1,1.0,17760.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,34.0,8.0,3,1.0,3.0,1.0,1,1,0,1.0,17932.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,8.0,3,4.0,4.0,5.0,0,3,0,0.0,17468.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,29.0,10.0,3,4.0,5.0,2.0,0,4,0,0.0,17109.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,32.0,11.0,3,3.0,4.0,3.0,0,3,1,1.0,17718.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,43.0,23.0,2,4.0,3.0,1.0,1,5,1,1.0,17437.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,42.0,18.0,2,3.0,4.0,1.0,0,1,1,1.0,17766.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,41.0,15.0,3,3.0,5.0,2.0,0,5,1,1.0,17289.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,8.0,3,3.0,3.0,1.0,0,1,0,0.0,18539.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,21.0,13.0,2,3.0,4.0,2.0,0,5,1,1.0,17679.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,12.0,2,4.0,3.0,2.0,0,3,0,1.0,18702.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,22.0,14.0,3,3.0,5.0,2.0,1,3,0,1.0,17398.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,44.0,6.0,2,3.0,4.0,2.0,1,3,1,1.0,17342.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,33.0,14.0,2,1.0,5.0,7.0,0,3,1,1.0,18143.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,28.0,6.0,2,3.0,3.0,2.0,0,1,0,0.0,17044.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,8.0,2,3.0,5.0,5.0,0,4,1,1.0,18377.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,8.0,3,3.0,4.0,6.0,0,3,1,2.0,17592.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
0,43.0,15.0,2,3.0,3.0,5.0,0,3,0,1.0,17438.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,26.0,26.0,3,3.0,4.0,1.0,1,3,0,1.0,17148.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
0,35.0,29.0,3,5.0,3.0,1.0,0,1,1,0.0,17705.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,6.0,3,3.0,5.0,2.0,0,1,1,0.0,18591.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,18.0,20.0,2,3.0,3.0,2.0,0,5,1,0.0,16514.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1,31.0,24.0,2,1.0,5.0,1.0,0,1,1,0.0,17956.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,29.0,19.0,2,4.0,5.0,5.0,1,5,1,1.0,17335.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,27.0,11.0,2,3.0,3.0,1.0,1,1,1,1.0,17379.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,38.0,26.0,2,3.0,3.0,2.0,0,3,1,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,42.0,16.0,2,3.0,3.0,4.0,0,4,1,0.0,17936.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,47.0,15.0,3,3.0,3.0,5.0,0,3,1,0.0,17105.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,28.0,6.0,2,3.0,3.0,2.0,0,4,0,1.0,17706.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
0,38.0,14.0,2,3.0,3.0,5.0,0,1,1,1.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,12.0,2,4.0,4.0,2.0,0,3,1,1.0,17804.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
1,29.0,30.0,3,4.0,3.0,2.0,1,3,1,2.0,17439.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,55.0,8.0,3,4.0,3.0,1.0,0,5,0,0.0,17662.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,28.0,9.0,3,3.0,4.0,2.0,0,1,1,0.0,17856.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,30.0,15.0,2,3.0,3.0,2.0,0,5,0,0.0,16081.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,22.0,13.0,3,3.0,4.0,2.0,1,3,1,0.0,17472.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,13.0,2,3.0,5.0,4.0,0,4,0,0.0,17062.0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,26.0,6.0,2,4.0,3.0,2.0,1,4,0,0.0,17933.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,34.0,22.0,2,5.0,5.0,2.0,1,3,1,0.0,17307.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,56.0,30.0,3,3.0,3.0,2.0,0,3,0,0.0,17587.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,10.0,3,1.0,3.0,1.0,0,5,1,2.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,26.0,12.0,3,1.0,3.0,1.0,0,4,1,1.0,17544.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,29.0,30.0,2,1.0,5.0,2.0,0,3,1,1.0,16091.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,27.0,8.0,2,3.0,4.0,2.0,0,4,1,1.0,17226.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,32.0,11.0,2,1.0,3.0,4.0,1,1,0,1.0,17432.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,27.0,28.0,2,4.0,4.0,2.0,0,1,1,0.0,17863.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
0,28.0,22.0,2,3.0,3.0,2.0,0,3,0,0.0,17144.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,31.0,9.0,2,3.0,5.0,2.0,1,1,0,0.0,18065.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,36.0,15.0,3,1.0,4.0,2.0,0,5,1,0.0,17810.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,26.0,6.0,3,3.0,5.0,1.0,0,5,1,2.0,17867.0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,28.0,23.0,2,4.0,3.0,6.0,0,3,0,1.0,17367.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,38.0,6.0,2,4.0,5.0,5.0,0,3,0,1.0,17858.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,38.0,6.0,2,3.0,4.0,1.0,1,1,1,1.0,17991.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
0,31.0,8.0,2,5.0,3.0,2.0,1,5,1,0.0,16129.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,23.0,18.0,3,3.0,3.0,2.0,0,5,1,0.0,17647.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,25.0,8.0,2,3.0,4.0,5.0,0,4,0,0.0,17187.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,38.0,6.0,3,3.0,4.0,2.0,0,5,0,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,8.0,2,3.0,3.0,7.0,1,5,0,0.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,33.0,6.0,2,4.0,3.0,2.0,0,3,0,0.0,17008.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,31.0,8.0,2,3.0,3.0,1.0,0,4,1,0.0,18067.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,41.0,6.0,3,3.0,3.0,4.0,0,1,0,0.0,17782.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,17.0,2,3.0,3.0,1.0,1,5,0,0.0,17660.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,6.0,3,3.0,3.0,1.0,0,3,0,2.0,18375.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,32.0,35.0,2,4.0,4.0,2.0,0,3,1,0.0,17837.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,40.0,6.0,2,3.0,3.0,1.0,0,1,0,0.0,17406.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,32.0,6.0,3,4.0,4.0,1.0,0,1,0,2.0,17269.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,126.0,2,3.0,3.0,3.0,0,1,1,1.0,18482.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,44.0,6.0,2,3.0,3.0,7.0,1,4,0,1.0,17436.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,21.0,11.0,2,3.0,5.0,2.0,1,1,1,0.0,17380.0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,23.0,15.0,2,3.0,5.0,2.0,0,5,1,0.0,16790.0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,56.0,13.0,3,3.0,3.0,1.0,0,4,1,2.0,17339.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,32.0,8.0,3,3.0,5.0,2.0,0,1,1,1.0,17439.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,40.0,8.0,2,4.0,3.0,3.0,0,5,0,1.0,17809.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,40.0,8.0,3,3.0,3.0,3.0,0,1,1,1.0,17001.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,35.0,6.0,3,5.0,3.0,2.0,0,3,0,1.0,17977.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,34.0,3,4.0,5.0,2.0,0,1,0,1.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,26.0,11.0,1,4.0,3.0,1.0,0,1,0,0.0,17966.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,37.0,8.0,3,4.0,3.0,7.0,1,3,0,2.0,17090.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,33.0,9.0,2,3.0,3.0,2.0,1,1,1,1.0,17909.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,38.0,8.0,2,3.0,4.0,1.0,0,5,1,1.0,18468.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,32.0,8.0,3,3.0,3.0,1.0,0,3,1,1.0,18068.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,59.0,9.0,2,1.0,5.0,5.0,1,1,0,1.0,17670.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,30.0,30.0,3,3.0,3.0,2.0,0,3,1,2.0,17693.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,22.0,2,1.0,4.0,1.0,0,4,1,1.0,17426.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,31.0,32.0,2,3.0,3.0,2.0,0,3,1,1.0,17911.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,34.0,25.0,3,3.0,3.0,1.0,0,3,0,0.0,17661.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,28.0,30.0,2,4.0,3.0,6.0,1,1,0,0.0,17028.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,32.0,11.0,3,1.0,4.0,1.0,1,1,1,2.0,18298.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,22.0,22.0,3,1.0,3.0,2.0,1,3,0,2.0,17935.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
